#E_pot  E_kin  T  P
-6.188887e-05 7.242388e+02 2.903530e+02 8.017512e+02
-6.788303e-05 7.242208e+02 2.903458e+02 8.017313e+02
-7.475690e-05 7.241792e+02 2.903291e+02 8.016852e+02
-8.257298e-05 7.241820e+02 2.903302e+02 8.016883e+02
-9.138456e-05 7.242372e+02 2.903524e+02 8.017495e+02
-1.012238e-04 7.242309e+02 2.903499e+02 8.017425e+02
-1.120884e-04 7.243006e+02 2.903778e+02 8.018196e+02
-1.239341e-04 7.243217e+02 2.903862e+02 8.018429e+02
-1.366643e-04 7.243657e+02 2.904039e+02 8.018917e+02
-1.501294e-04 7.243662e+02 2.904041e+02 8.018923e+02
-1.641017e-04 7.243897e+02 2.904135e+02 8.019183e+02
-1.782740e-04 7.244004e+02 2.904178e+02 8.019302e+02
-1.922821e-04 7.244255e+02 2.904279e+02 8.019579e+02
-2.056946e-04 7.244077e+02 2.904207e+02 8.019382e+02
-2.180304e-04 7.244061e+02 2.904201e+02 8.019364e+02
-2.288030e-04 7.243754e+02 2.904078e+02 8.019024e+02
-2.375475e-04 7.243899e+02 2.904136e+02 8.019185e+02
-2.438526e-04 7.243915e+02 2.904143e+02 8.019203e+02
-2.474025e-04 7.244145e+02 2.904234e+02 8.019457e+02
-2.480329e-04 7.244216e+02 2.904263e+02 8.019536e+02
-2.457033e-04 7.244100e+02 2.904216e+02 8.019407e+02
-2.404960e-04 7.244245e+02 2.904275e+02 8.019568e+02
-2.326632e-04 7.244101e+02 2.904217e+02 8.019408e+02
-2.225654e-04 7.244167e+02 2.904243e+02 8.019481e+02
-2.106399e-04 7.244017e+02 2.904183e+02 8.019315e+02
-1.973631e-04 7.244645e+02 2.904435e+02 8.020011e+02
-1.832226e-04 7.244550e+02 2.904397e+02 8.019906e+02
-1.686860e-04 7.245150e+02 2.904637e+02 8.020569e+02
-1.541584e-04 7.245096e+02 2.904616e+02 8.020510e+02
-1.399678e-04 7.244777e+02 2.904488e+02 8.020157e+02
-1.263761e-04 7.244447e+02 2.904355e+02 8.019791e+02
-1.135745e-04 7.244888e+02 2.904533e+02 8.020280e+02
-1.016897e-04 7.244653e+02 2.904438e+02 8.020020e+02
-9.079507e-05 7.244308e+02 2.904300e+02 8.019638e+02
-8.091333e-05 7.244521e+02 2.904385e+02 8.019874e+02
-7.203037e-05 7.244811e+02 2.904501e+02 8.020194e+02
-6.410868e-05 7.244640e+02 2.904433e+02 8.020005e+02
-5.709227e-05 7.244768e+02 2.904484e+02 8.020147e+02
-5.091172e-05 7.244939e+02 2.904553e+02 8.020336e+02
-4.549285e-05 7.245322e+02 2.904707e+02 8.020760e+02
-4.076119e-05 7.245112e+02 2.904622e+02 8.020528e+02
-3.664303e-05 7.245216e+02 2.904664e+02 8.020643e+02
-3.306744e-05 7.245486e+02 2.904772e+02 8.020942e+02
-2.996963e-05 7.245164e+02 2.904643e+02 8.020586e+02
-2.729138e-05 7.245793e+02 2.904895e+02 8.021281e+02
-2.497983e-05 7.245838e+02 2.904913e+02 8.021332e+02
-2.298822e-05 7.245919e+02 2.904946e+02 8.021421e+02
-2.127601e-05 7.245739e+02 2.904874e+02 8.021222e+02
-1.980771e-05 7.245319e+02 2.904705e+02 8.020756e+02
-1.855258e-05 7.245130e+02 2.904630e+02 8.020548e+02
-1.748334e-05 7.245077e+02 2.904608e+02 8.020489e+02
-1.657654e-05 7.245093e+02 2.904615e+02 8.020506e+02
-1.581246e-05 7.245535e+02 2.904792e+02 8.020996e+02
-1.517437e-05 7.245625e+02 2.904828e+02 8.021095e+02
-1.464794e-05 7.246001e+02 2.904979e+02 8.021512e+02
-1.422109e-05 7.245762e+02 2.904883e+02 8.021248e+02
-1.388377e-05 7.245665e+02 2.904844e+02 8.021140e+02
-1.362770e-05 7.245804e+02 2.904900e+02 8.021294e+02
-1.344600e-05 7.245815e+02 2.904904e+02 8.021306e+02
-1.333312e-05 7.246116e+02 2.905025e+02 8.021639e+02
-1.328485e-05 7.245718e+02 2.904865e+02 8.021199e+02
-1.329786e-05 7.245864e+02 2.904924e+02 8.021360e+02
-1.336982e-05 7.245643e+02 2.904835e+02 8.021116e+02
-1.349920e-05 7.245323e+02 2.904707e+02 8.020761e+02
-1.368514e-05 7.245361e+02 2.904722e+02 8.020803e+02
-1.392760e-05 7.245715e+02 2.904864e+02 8.021195e+02
-1.422703e-05 7.245617e+02 2.904825e+02 8.021087e+02
-1.458454e-05 7.245723e+02 2.904867e+02 8.021204e+02
-1.500190e-05 7.245567e+02 2.904805e+02 8.021031e+02
-1.548138e-05 7.245587e+02 2.904813e+02 8.021053e+02
-1.602598e-05 7.245717e+02 2.904865e+02 8.021197e+02
