#E_pot  E_kin  T  P
-2.674614e-04 7.703565e+02 3.088420e+02 8.528047e+02
-2.432172e-04 7.961834e+02 3.191962e+02 8.813957e+02
-2.237333e-04 8.162951e+02 3.272591e+02 9.036600e+02
-2.098007e-04 7.945660e+02 3.185477e+02 8.796052e+02
-1.998043e-04 7.882186e+02 3.160030e+02 8.725785e+02
-1.932744e-04 7.833853e+02 3.140653e+02 8.672279e+02
-1.939804e-04 7.910901e+02 3.171542e+02 8.757573e+02
-1.977782e-04 7.625466e+02 3.057109e+02 8.441590e+02
-1.969907e-04 7.444683e+02 2.984632e+02 8.241458e+02
-1.953487e-04 7.771793e+02 3.115773e+02 8.603577e+02
-1.955340e-04 7.514181e+02 3.012494e+02 8.318394e+02
-1.934607e-04 7.260821e+02 2.910920e+02 8.037918e+02
-1.906238e-04 7.245242e+02 2.904674e+02 8.020671e+02
-1.886962e-04 7.115690e+02 2.852736e+02 7.877254e+02
-1.872131e-04 7.192305e+02 2.883452e+02 7.962069e+02
-1.870723e-04 7.144454e+02 2.864268e+02 7.909096e+02
-1.847841e-04 7.328828e+02 2.938185e+02 8.113203e+02
-1.777140e-04 7.417600e+02 2.973774e+02 8.211476e+02
-1.695874e-04 7.093661e+02 2.843904e+02 7.852867e+02
-1.620745e-04 7.612916e+02 3.052078e+02 8.427696e+02
-1.571331e-04 7.636961e+02 3.061718e+02 8.454314e+02
-1.549657e-04 7.830317e+02 3.139236e+02 8.668365e+02
-1.502418e-04 8.118794e+02 3.254888e+02 8.987717e+02
-1.415706e-04 7.866504e+02 3.153743e+02 8.708425e+02
-1.360797e-04 7.697968e+02 3.086176e+02 8.521851e+02
-1.374598e-04 7.858968e+02 3.150722e+02 8.700082e+02
-1.390160e-04 7.511371e+02 3.011367e+02 8.315283e+02
-1.383583e-04 7.514503e+02 3.012623e+02 8.318750e+02
-1.399161e-04 7.301673e+02 2.927298e+02 8.083142e+02
-1.407510e-04 7.325267e+02 2.936757e+02 8.109262e+02
-1.403900e-04 7.064023e+02 2.832022e+02 7.820057e+02
-1.413238e-04 7.259443e+02 2.910368e+02 8.036392e+02
-1.429645e-04 7.376863e+02 2.957442e+02 8.166380e+02
-1.443945e-04 7.536829e+02 3.021574e+02 8.343466e+02
-1.492958e-04 7.555571e+02 3.029088e+02 8.364214e+02
-1.620306e-04 7.582232e+02 3.039776e+02 8.393728e+02
-1.810940e-04 7.590173e+02 3.042960e+02 8.402520e+02
-2.050796e-04 7.835503e+02 3.141315e+02 8.674106e+02
-2.306458e-04 7.455994e+02 2.989166e+02 8.253979e+02
-2.693945e-04 7.492405e+02 3.003764e+02 8.294287e+02
-3.352253e-04 7.545818e+02 3.025178e+02 8.353417e+02
-4.280841e-04 7.366635e+02 2.953342e+02 8.155056e+02
-5.530533e-04 7.037452e+02 2.821370e+02 7.790643e+02
-7.104620e-04 7.563198e+02 3.032146e+02 8.372657e+02
-8.910585e-04 7.716572e+02 3.093634e+02 8.542446e+02
-1.053435e-03 7.725997e+02 3.097413e+02 8.552880e+02
-1.218121e-03 7.779658e+02 3.118926e+02 8.612284e+02
-1.447770e-03 7.765540e+02 3.113266e+02 8.596654e+02
-1.707671e-03 7.585881e+02 3.041239e+02 8.397768e+02
-1.964596e-03 7.777305e+02 3.117983e+02 8.609679e+02
-2.255252e-03 7.298478e+02 2.926017e+02 8.079606e+02
-2.840339e-03 7.198932e+02 2.886108e+02 7.969405e+02
-4.050253e-03 7.245928e+02 2.904949e+02 8.021431e+02
-5.668500e-03 6.891418e+02 2.762824e+02 7.628979e+02
-7.642661e-03 6.835691e+02 2.740482e+02 7.567288e+02
-1.084325e-02 6.980574e+02 2.798567e+02 7.727677e+02
-1.543347e-02 6.928465e+02 2.777676e+02 7.669992e+02
-2.029119e-02 7.113798e+02 2.851977e+02 7.875160e+02
-2.548516e-02 6.965007e+02 2.792326e+02 7.710445e+02
-3.054613e-02 7.331157e+02 2.939119e+02 8.115782e+02
-3.237856e-02 6.927580e+02 2.777321e+02 7.669011e+02
-3.179137e-02 6.835544e+02 2.740423e+02 7.567126e+02
-3.003286e-02 7.056647e+02 2.829065e+02 7.811892e+02
-2.470059e-02 7.391197e+02 2.963189e+02 8.182247e+02
-1.937450e-02 7.428389e+02 2.978100e+02 8.223420e+02
-1.598187e-02 7.558933e+02 3.030436e+02 8.367936e+02
-1.282255e-02 7.556478e+02 3.029451e+02 8.365218e+02
-9.913628e-03 7.169874e+02 2.874459e+02 7.937237e+02
-7.608329e-03 7.059095e+02 2.830047e+02 7.814602e+02
-5.774521e-03 6.839807e+02 2.742132e+02 7.571845e+02
-4.572663e-03 6.761010e+02 2.710542e+02 7.484615e+02
-3.868114e-03 7.152850e+02 2.867634e+02 7.918391e+02
-3.569907e-03 6.877642e+02 2.757301e+02 7.613729e+02
-3.594385e-03 6.669862e+02 2.674000e+02 7.383711e+02
-3.651103e-03 7.085532e+02 2.840645e+02 7.843868e+02
-3.741923e-03 7.432417e+02 2.979714e+02 8.227879e+02
-4.154506e-03 7.675987e+02 3.077363e+02 8.497517e+02
-5.393343e-03 7.934461e+02 3.180988e+02 8.783655e+02
-7.507753e-03 8.375160e+02 3.357667e+02 9.271520e+02
-9.616783e-03 7.916833e+02 3.173920e+02 8.764140e+02
-1.100417e-02 7.770418e+02 3.115221e+02 8.602055e+02
-1.279155e-02 7.725009e+02 3.097017e+02 8.551786e+02
-1.514819e-02 7.760592e+02 3.111282e+02 8.591177e+02
-1.741131e-02 7.363866e+02 2.952232e+02 8.151992e+02
-1.807666e-02 7.614194e+02 3.052590e+02 8.429111e+02
-1.607163e-02 7.759795e+02 3.110963e+02 8.590295e+02
-1.450013e-02 7.783816e+02 3.120593e+02 8.616888e+02
-1.368124e-02 7.651497e+02 3.067545e+02 8.470407e+02
-1.175256e-02 7.537895e+02 3.022001e+02 8.344647e+02
-9.716748e-03 7.637037e+02 3.061748e+02 8.454399e+02
-7.678143e-03 7.471851e+02 2.995524e+02 8.271534e+02
-5.480391e-03 7.751798e+02 3.107757e+02 8.581443e+02
-3.823262e-03 7.841971e+02 3.143908e+02 8.681266e+02
-2.725352e-03 7.660685e+02 3.071229e+02 8.480577e+02
-2.025491e-03 7.716199e+02 3.093485e+02 8.542034e+02
-1.465530e-03 7.978786e+02 3.198758e+02 8.832724e+02
-1.045288e-03 8.073798e+02 3.236849e+02 8.937905e+02
-8.040599e-04 8.252675e+02 3.308562e+02 9.135926e+02
-6.323122e-04 7.971371e+02 3.195785e+02 8.824516e+02
-4.787291e-04 8.175363e+02 3.277567e+02 9.050340e+02
-3.554789e-04 8.030948e+02 3.219670e+02 8.890469e+02
-2.730984e-04 7.684318e+02 3.080703e+02 8.506740e+02
-2.165454e-04 7.608266e+02 3.050213e+02 8.422548e+02
-1.774240e-04 7.464525e+02 2.992586e+02 8.263423e+02
-1.474670e-04 7.502832e+02 3.007944e+02 8.305830e+02
-1.275966e-04 7.434744e+02 2.980647e+02 8.230456e+02
-1.191221e-04 7.184103e+02 2.880163e+02 7.952989e+02
-1.138968e-04 7.280230e+02 2.918701e+02 8.059405e+02
-1.101790e-04 7.557636e+02 3.029916e+02 8.366500e+02
-1.047185e-04 7.577411e+02 3.037844e+02 8.388392e+02
-9.468328e-05 7.632603e+02 3.059970e+02 8.449490e+02
-8.699317e-05 7.490293e+02 3.002917e+02 8.291949e+02
-8.305681e-05 7.474005e+02 2.996387e+02 8.273918e+02
-7.985174e-05 7.433034e+02 2.979962e+02 8.228562e+02
-7.863483e-05 7.501418e+02 3.007377e+02 8.304265e+02
-7.873328e-05 8.066619e+02 3.233971e+02 8.929958e+02
-7.809822e-05 8.200774e+02 3.287755e+02 9.078471e+02
-7.650667e-05 8.147820e+02 3.266525e+02 9.019849e+02
-7.411253e-05 8.319144e+02 3.335210e+02 9.209509e+02
-7.096635e-05 8.235447e+02 3.301655e+02 9.116854e+02
-6.832601e-05 7.938037e+02 3.182421e+02 8.787614e+02
-6.597346e-05 8.104354e+02 3.249099e+02 8.971731e+02
-6.350147e-05 7.981401e+02 3.199806e+02 8.835618e+02
-6.225330e-05 7.652352e+02 3.067888e+02 8.471353e+02
-6.157915e-05 7.648824e+02 3.066474e+02 8.467448e+02
-6.078848e-05 7.590221e+02 3.042979e+02 8.402573e+02
-5.906077e-05 7.382709e+02 2.959786e+02 8.172851e+02
-5.656651e-05 7.160178e+02 2.870572e+02 7.926504e+02
-5.656993e-05 7.226207e+02 2.897043e+02 7.999599e+02
-5.878760e-05 7.054911e+02 2.828369e+02 7.809970e+02
-6.111558e-05 7.262747e+02 2.911692e+02 8.040050e+02
-6.279416e-05 7.408955e+02 2.970308e+02 8.201906e+02
-6.357837e-05 7.417072e+02 2.973563e+02 8.210892e+02
-6.455388e-05 7.303945e+02 2.928209e+02 8.085657e+02
-6.628139e-05 7.333561e+02 2.940082e+02 8.118443e+02
-7.023197e-05 7.646088e+02 3.065377e+02 8.464419e+02
-7.647414e-05 7.472908e+02 2.995948e+02 8.272704e+02
-8.233793e-05 7.337111e+02 2.941505e+02 8.122373e+02
-8.773789e-05 7.378283e+02 2.958011e+02 8.167951e+02
-9.410792e-05 7.252298e+02 2.907503e+02 8.028483e+02
-1.012042e-04 7.209163e+02 2.890210e+02 7.980731e+02
-1.068813e-04 7.133591e+02 2.859913e+02 7.897071e+02
-1.091987e-04 7.069666e+02 2.834285e+02 7.826305e+02
-1.075615e-04 7.250925e+02 2.906953e+02 8.026963e+02
-1.031087e-04 7.518388e+02 3.014181e+02 8.323051e+02
-9.884520e-05 7.574150e+02 3.036536e+02 8.384781e+02
-9.563936e-05 7.949712e+02 3.187102e+02 8.800538e+02
-9.303024e-05 7.613290e+02 3.052228e+02 8.428110e+02
-9.210820e-05 7.455918e+02 2.989136e+02 8.253896e+02
-9.188233e-05 7.380972e+02 2.959090e+02 8.170928e+02
-9.148618e-05 7.684539e+02 3.080792e+02 8.506985e+02
-9.265279e-05 8.055928e+02 3.229685e+02 8.918122e+02
-9.566066e-05 7.883967e+02 3.160744e+02 8.727757e+02
-1.000950e-04 7.676481e+02 3.077561e+02 8.498064e+02
-1.027583e-04 7.601224e+02 3.047390e+02 8.414753e+02
-1.016947e-04 6.919635e+02 2.774136e+02 7.660216e+02
-9.842886e-05 7.301676e+02 2.927299e+02 8.083145e+02
-9.552473e-05 7.231474e+02 2.899155e+02 8.005430e+02
-9.301490e-05 7.044728e+02 2.824287e+02 7.798698e+02
-8.969569e-05 6.989009e+02 2.801949e+02 7.737015e+02
-8.521826e-05 7.240487e+02 2.902768e+02 8.015408e+02
-8.097603e-05 7.402415e+02 2.967686e+02 8.194666e+02
-7.790518e-05 7.086999e+02 2.841234e+02 7.845493e+02
-7.601683e-05 7.004940e+02 2.808335e+02 7.754651e+02
-7.519134e-05 7.090330e+02 2.842569e+02 7.849180e+02
-7.421743e-05 7.266564e+02 2.913222e+02 8.044275e+02
-7.321612e-05 7.112024e+02 2.851266e+02 7.873196e+02
-7.235206e-05 7.254099e+02 2.908225e+02 8.030476e+02
-7.122591e-05 7.494048e+02 3.004423e+02 8.296106e+02
-6.978484e-05 7.646662e+02 3.065607e+02 8.465054e+02
-6.991050e-05 7.497514e+02 3.005812e+02 8.299943e+02
-7.166805e-05 7.509333e+02 3.010551e+02 8.313027e+02
-7.373658e-05 7.712977e+02 3.092193e+02 8.538466e+02
-7.493098e-05 7.535693e+02 3.021119e+02 8.342209e+02
